stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
102.496231, 5.505642, 0.492427, -0.048723, -0.048723, -1.114852
101.261999, 4.882645, 0.459728, -0.037961, 0.010762, -0.491854
100.723585, 4.604293, 0.444831, -0.011271, 0.026690, -0.213503
101.282051, 4.821591, 0.458693, 0.015864, 0.027135, -0.430801
99.480880, 4.004439, 0.410216, 0.002702, -0.013162, 0.386351
97.844374, 3.336351, 0.366043, -0.004181, -0.006883, 1.054440
96.078716, 2.700631, 0.319162, -0.017991, -0.013810, 1.690159
95.277457, 2.424331, 0.297507, -0.000199, 0.017793, 1.966459
94.721334, 2.234840, 0.282171, 0.021270, 0.021469, 2.155951
95.958983, 2.573332, 0.311730, 0.029578, 0.008308, 1.817458
95.870711, 2.516126, 0.307964, 0.056558, 0.026979, 1.874664
96.668480, 2.738958, 0.327152, 0.076736, 0.020178, 1.651832
95.975819, 2.488492, 0.307601, 0.097738, 0.021003, 1.902299
92.374481, 1.518143, 0.218056, -0.042362, -0.140100, 2.872647
91.167482, 1.249158, 0.189739, -0.038421, 0.003941, 3.141633
91.092506, 1.213184, 0.186322, -0.018270, 0.020151, 3.177606
87.962026, 0.710780, 0.124803, -0.100708, -0.082438, 3.680010
88.299006, 0.737152, 0.128806, -0.086053, 0.014655, 3.653638
88.182663, 0.705908, 0.125021, -0.070857, 0.015195, 3.684882
86.952709, 0.550464, 0.103394, -0.070215, 0.000642, 3.840326
85.560899, 0.408885, 0.082021, -0.073385, -0.003170, 3.981905
84.795418, 0.339338, 0.070898, -0.067287, 0.006098, 4.051452
86.573336, 0.472341, 0.092673, -0.074808, -0.007521, 3.918449
86.237704, 0.429474, 0.086262, -0.063801, 0.011007, 3.961316
86.365839, 0.427967, 0.086355, -0.051943, 0.011859, 3.962823
86.149483, 0.397404, 0.081722, -0.040766, 0.011177, 3.993386
85.889566, 0.364954, 0.076639, -0.030220, 0.010546, 4.025836
85.154187, 0.301627, 0.065987, -0.023872, 0.006349, 4.089163
81.927476, 0.135789, 0.034332, -0.071484, -0.047613, 4.255002
81.612061, 0.119833, 0.031045, -0.066630, 0.004854, 4.270957
82.073772, 0.129042, 0.033172, -0.061751, 0.004879, 4.261748
81.053976, 0.094034, 0.025520, -0.060835, 0.000916, 4.296757
81.564592, 0.102773, 0.027629, -0.056746, 0.004090, 4.288017
80.080723, 0.064484, 0.018674, -0.059674, -0.002928, 4.326306
78.044439, 0.032690, 0.010441, -0.066053, -0.006380, 4.358100
