stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
98.709881, 3.826887, 0.394283, 0.007110, 0.007110, 0.563903
99.627305, 4.166012, 0.417064, 0.026229, 0.019119, 0.224778
99.541163, 4.096659, 0.413827, 0.055950, 0.029720, 0.294132
99.181865, 3.916376, 0.403384, 0.083871, 0.027921, 0.474415
97.390406, 3.204303, 0.355497, 0.069725, -0.014146, 1.186488
97.027999, 3.046195, 0.344845, 0.095888, 0.026163, 1.344595
97.188003, 3.070424, 0.347665, 0.123828, 0.027940, 1.320367
99.765118, 4.019239, 0.414690, 0.067951, -0.055877, 0.371552
100.704342, 4.385080, 0.439018, 0.087897, 0.019947, 0.005711
102.376896, 5.120155, 0.483475, 0.083160, -0.004738, -0.729365
105.036398, 6.483397, 0.554247, 0.001327, -0.081833, -2.092607
103.081030, 5.412613, 0.501481, -0.016778, -0.018104, -1.021822
99.851063, 3.880195, 0.411723, -0.108719, -0.091941, 0.510596
100.461218, 4.100480, 0.427531, -0.081493, 0.027225, 0.290310
102.299102, 4.895259, 0.477772, -0.094381, -0.012888, -0.504468
102.934053, 5.165756, 0.494753, -0.065889, 0.028492, -0.774965
104.111434, 5.749135, 0.527086, -0.071302, -0.005413, -1.358344
101.713734, 4.507094, 0.458906, -0.097936, -0.026634, -0.116303
101.867861, 4.539890, 0.462429, -0.064196, 0.033739, -0.149100
100.827643, 4.036835, 0.431689, -0.046397, 0.017799, 0.353955
101.726336, 4.397841, 0.456604, -0.023369, 0.023028, -0.007051
100.285479, 3.732682, 0.413836, -0.020286, 0.003083, 0.658108
100.652956, 3.848852, 0.423380, 0.011871, 0.032157, 0.541939
101.634299, 4.239322, 0.451119, 0.033037, 0.021166, 0.151468
100.884591, 3.870874, 0.427948, 0.059153, 0.026116, 0.519917
101.040170, 3.898916, 0.431455, 0.093797, 0.034644, 0.491875
101.309972, 3.977005, 0.438431, 0.128186, 0.034389, 0.413785
102.348408, 4.407824, 0.468705, 0.148651, 0.020465, -0.017034
101.413692, 3.942946, 0.439406, 0.171115, 0.022464, 0.447844
99.657296, 3.179983, 0.384836, 0.158295, -0.012820, 1.210807
100.348360, 3.414030, 0.404459, 0.186721, 0.028426, 0.976761
100.352944, 3.376533, 0.403249, 0.222402, 0.035681, 1.014257
101.872242, 3.983455, 0.449242, 0.224478, 0.002076, 0.407335
100.654361, 3.419289, 0.409901, 0.237399, 0.012921, 0.971501
100.374793, 3.265857, 0.399738, 0.272505, 0.035107, 1.124934
100.832853, 3.411324, 0.412826, 0.306512, 0.034007, 0.979466
100.393570, 3.192478, 0.397416, 0.340250, 0.033738, 1.198313
101.830465, 3.753843, 0.442338, 0.346322, 0.006071, 0.636947
101.196994, 3.437926, 0.420478, 0.377968, 0.031647, 0.952864
100.212308, 2.998615, 0.386936, 0.399398, 0.021430, 1.392176
100.025211, 2.885810, 0.379190, 0.436298, 0.036900, 1.504980
99.791280, 2.757172, 0.369808, 0.472799, 0.036501, 1.633618
98.165291, 2.160755, 0.315445, 0.464571, -0.008228, 2.230036
99.788860, 2.673875, 0.366084, 0.460785, -0.003786, 1.716915
100.425881, 2.871099, 0.385630, 0.493452, 0.032667, 1.519691
97.934050, 1.975504, 0.301335, 0.424613, -0.068838, 2.415286
98.366613, 2.069761, 0.312945, 0.458014, 0.033400, 2.321029
98.765366, 2.156935, 0.323767, 0.492824, 0.034810, 2.233855
99.837269, 2.480491, 0.357904, 0.513405, 0.020581, 1.910300
99.823656, 2.432570, 0.355333, 0.553206, 0.039801, 1.958221
99.420828, 2.249782, 0.339144, 0.589633, 0.036427, 2.141008
101.593232, 3.022656, 0.414638, 0.550452, -0.039181, 1.368134
100.966951, 2.723762, 0.389972, 0.585842, 0.035389, 1.667028
100.717677, 2.581450, 0.378848, 0.627366, 0.041525, 1.809341
97.972477, 1.636658, 0.279141, 0.528677, -0.098689, 2.754132
96.499245, 1.225637, 0.228253, 0.525960, -0.002717, 3.165153
98.280446, 1.642367, 0.283782, 0.513783, -0.012176, 2.748423
97.221279, 1.322915, 0.244867, 0.530110, 0.016327, 3.067876
97.880291, 1.451274, 0.263754, 0.560944, 0.030833, 2.939517
99.105505, 1.756483, 0.304208, 0.576528, 0.015584, 2.634307
100.718120, 2.246773, 0.362841, 0.574049, -0.002479, 2.144017
100.083518, 1.976524, 0.335309, 0.610692, 0.036643, 2.414266
101.748121, 2.536960, 0.399476, 0.605340, -0.005352, 1.853830
101.573631, 2.415162, 0.389961, 0.653713, 0.048373, 1.975628
102.073714, 2.560921, 0.408621, 0.699342, 0.045629, 1.829870
103.055153, 2.925412, 0.448759, 0.732072, 0.032730, 1.465378
101.833390, 2.354219, 0.393599, 0.750763, 0.018691, 2.036571
100.839189, 1.931123, 0.347942, 0.778873, 0.028110, 2.459667
102.362722, 2.453630, 0.412052, 0.783255, 0.004382, 1.937160
106.163353, 4.283567, 0.583323, 0.515513, -0.267742, 0.107224
103.456112, 2.808433, 0.458148, 0.405784, -0.109730, 1.582357
103.242564, 2.649286, 0.446165, 0.462711, 0.056927, 1.741505
103.156610, 2.547921, 0.439940, 0.521464, 0.058753, 1.842869
101.231725, 1.731564, 0.344538, 0.486790, -0.034674, 2.659226
99.962910, 1.277845, 0.281958, 0.500114, 0.013323, 3.112945
103.401339, 2.459388, 0.445478, 0.285443, -0.214671, 1.931402
102.167282, 1.883927, 0.379079, 0.306861, 0.021418, 2.506863
102.702467, 2.026526, 0.403436, 0.363514, 0.056653, 2.364264
103.369590, 2.236536, 0.436347, 0.418772, 0.055258, 2.154254
100.752096, 1.216749, 0.292830, 0.292212, -0.126560, 3.174042
98.275370, 0.589983, 0.173944, 0.190940, -0.101272, 3.800808
99.092743, 0.694291, 0.200694, 0.227191, 0.036251, 3.696500
97.637758, 0.405496, 0.134962, 0.222097, -0.005094, 3.985295
95.985205, 0.198797, 0.077533, 0.204519, -0.017578, 4.191993
94.801703, 0.103912, 0.046170, 0.206945, 0.002426, 4.286878
93.384171, 0.042863, 0.022147, 0.202145, -0.004801, 4.347928
92.863397, 0.024872, 0.014142, 0.208421, 0.006276, 4.365918
90.999684, 0.005464, 0.003764, 0.201366, -0.007055, 4.385327
90.763167, 0.002922, 0.002204, 0.203004, 0.001638, 4.387868
89.260766, 0.000465, 0.000421, 0.202150, -0.000854, 4.390326
90.047592, 0.000458, 0.000433, 0.202504, 0.000355, 4.390332
89.213685, 0.000078, 0.000087, 0.202540, 0.000035, 4.390712
89.313823, 0.000026, 0.000033, 0.202620, 0.000080, 4.390764
89.020377, 0.000004, 0.000005, 0.202652, 0.000033, 4.390787
86.882681, 0.000000, 0.000000, 0.202665, 0.000012, 4.390790
86.290197, 0.000000, 0.000000, 0.202685, 0.000020, 4.390790
86.672761, 0.000000, 0.000000, 0.202705, 0.000020, 4.390790
88.247346, -0.000000, 0.000000, 0.202725, 0.000020, 4.390790
87.872181, 0.000000, 0.000000, 0.202745, 0.000020, 4.390790
