stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
102.700339, 5.606690, 0.497681, -0.062286, -0.062286, -1.215900
104.719319, 6.647804, 0.548854, -0.103113, -0.040827, -2.257013
104.047465, 6.248055, 0.531448, -0.077167, 0.025946, -1.857264
104.313545, 6.353391, 0.537859, -0.045969, 0.031198, -1.962601
103.478358, 5.876361, 0.515858, -0.023092, 0.022877, -1.485570
101.830292, 5.005306, 0.471671, -0.006920, 0.016171, -0.614516
104.282951, 6.225029, 0.535914, -0.074065, -0.067145, -1.834239
102.697891, 5.350973, 0.493406, -0.054399, 0.019666, -0.960183
105.360909, 6.720621, 0.563231, -0.114601, -0.060202, -2.329831
104.632670, 6.300126, 0.543952, -0.109504, 0.005097, -1.909336
103.649790, 5.740341, 0.517393, -0.089390, 0.020114, -1.349550
102.958593, 5.330700, 0.497950, -0.042130, 0.047260, -0.939909
98.709068, 3.427912, 0.380431, -0.259956, -0.217826, 0.962878
98.268516, 3.229450, 0.367149, -0.232505, 0.027451, 1.161340
98.709675, 3.359867, 0.377924, -0.204233, 0.028272, 1.030923
98.634660, 3.297344, 0.374563, -0.173448, 0.030785, 1.093446
98.267820, 3.127896, 0.363091, -0.144761, 0.028687, 1.262894
97.071628, 2.680898, 0.328885, -0.135334, 0.009427, 1.709892
97.109853, 2.661030, 0.328372, -0.105808, 0.029525, 1.729760
94.913348, 1.975339, 0.268531, -0.144299, -0.038491, 2.415452
93.319397, 1.553157, 0.227148, -0.152489, -0.008190, 2.837633
92.543030, 1.359430, 0.206972, -0.137077, 0.015413, 3.031360
93.813970, 1.614526, 0.235308, -0.130902, 0.006174, 2.776264
91.953954, 1.194788, 0.189659, -0.150885, -0.019982, 3.196002
92.778408, 1.333873, 0.206469, -0.135231, 0.015654, 3.056918
95.874583, 2.060307, 0.282810, -0.224183, -0.088952, 2.330484
96.196746, 2.121067, 0.289711, -0.196340, 0.027843, 2.269724
97.359446, 2.442718, 0.320442, -0.183719, 0.012621, 1.948072
97.535298, 2.465104, 0.323724, -0.152626, 0.031093, 1.925686
98.512508, 2.759104, 0.350575, -0.133182, 0.019443, 1.631686
100.385672, 3.429142, 0.405602, -0.149701, -0.016518, 0.961649
99.764669, 3.144637, 0.385178, -0.120790, 0.028911, 1.246154
99.800190, 3.119555, 0.384782, -0.085538, 0.035251, 1.271236
98.697688, 2.676744, 0.349389, -0.070459, 0.015079, 1.714046
98.519318, 2.577823, 0.342198, -0.037021, 0.033439, 1.812967
98.809814, 2.640734, 0.349318, -0.003618, 0.033403, 1.750056
98.589092, 2.526806, 0.340695, 0.030045, 0.033663, 1.863984
98.701092, 2.527185, 0.342311, 0.064746, 0.034700, 1.863605
99.824864, 2.891530, 0.376074, 0.081986, 0.017240, 1.499261
100.343296, 3.049577, 0.391195, 0.115478, 0.033492, 1.341214
97.796306, 2.120446, 0.308231, 0.044660, -0.070818, 2.270345
99.137065, 2.522211, 0.348545, 0.053382, 0.008722, 1.868579
100.640604, 3.040593, 0.396200, 0.055879, 0.002497, 1.350198
100.261331, 2.850554, 0.381836, 0.092001, 0.036122, 1.540237
100.382803, 2.854518, 0.384173, 0.130913, 0.038911, 1.536272
103.252368, 4.050621, 0.481442, 0.033690, -0.097223, 0.340169
103.303299, 4.027890, 0.482271, 0.076414, 0.042724, 0.362900
103.569783, 4.109718, 0.490701, 0.118569, 0.042155, 0.281073
101.547543, 3.143622, 0.417851, 0.087726, -0.030843, 1.247168
100.958745, 2.858477, 0.395262, 0.122952, 0.035226, 1.532313
102.514384, 3.468567, 0.449684, 0.124083, 0.001131, 0.922223
104.114443, 4.205410, 0.507155, 0.102544, -0.021539, 0.185380
107.286394, 5.921862, 0.619590, -0.010050, -0.112594, -1.531072
107.190877, 5.811268, 0.616748, 0.035354, 0.045404, -1.420478
109.336827, 7.161875, 0.688911, 0.002280, -0.033074, -2.771085
108.898092, 6.811465, 0.675900, 0.043678, 0.041398, -2.420675
110.832044, 8.128861, 0.737681, 0.026818, -0.016860, -3.738071
109.643007, 7.221935, 0.702607, 0.049313, 0.022495, -2.831144
111.667067, 8.658996, 0.765569, 0.027449, -0.021864, -4.268206
111.909952, 8.797814, 0.774490, 0.066956, 0.039507, -4.407024
112.940408, 9.564410, 0.804479, 0.090719, 0.023763, -5.173620
113.005594, 9.570918, 0.808616, 0.128595, 0.037877, -5.180128
113.335712, 9.793879, 0.819584, 0.164469, 0.035874, -5.403089
114.712249, 10.903009, 0.854645, 0.175300, 0.010830, -6.512218
112.148007, 8.741237, 0.793156, 0.136927, -0.038373, -4.350446
112.127924, 8.675991, 0.795285, 0.178299, 0.041372, -4.285201
113.508846, 9.754721, 0.835269, 0.189827, 0.011528, -5.363931
116.035614, 11.900264, 0.893287, 0.146395, -0.043432, -7.509474
117.010446, 12.744738, 0.913171, 0.163638, 0.017243, -8.353947
119.258430, 14.805684, 0.946227, 0.146166, -0.017473, -10.414894
117.066623, 12.727637, 0.920328, 0.140554, -0.005612, -8.336846
118.234966, 13.782670, 0.939805, 0.151366, 0.010812, -9.391880
118.610514, 14.107809, 0.947289, 0.169528, 0.018162, -9.717019
118.049923, 13.548703, 0.943627, 0.187862, 0.018334, -9.157912
117.020143, 12.551073, 0.933076, 0.204076, 0.016213, -8.160282
118.226279, 13.657956, 0.952044, 0.213042, 0.008966, -9.267166
115.576882, 11.145464, 0.917207, 0.193399, -0.019643, -6.754674
110.914282, 7.066122, 0.798512, -0.013220, -0.206619, -2.675331
108.262205, 5.016716, 0.693221, -0.089616, -0.076396, -0.625926
107.427594, 4.381739, 0.655533, -0.040166, 0.049450, 0.009051
107.604355, 4.424372, 0.667235, 0.026518, 0.066684, -0.033581
106.411536, 3.587346, 0.605541, 0.060972, 0.034454, 0.803444
107.674244, 4.318641, 0.677420, 0.088267, 0.027295, 0.072149
108.924642, 5.132703, 0.745777, 0.114449, 0.026183, -0.741913
108.062708, 4.429347, 0.706831, 0.167457, 0.053008, -0.038556
109.391235, 5.341100, 0.780706, 0.187626, 0.020169, -0.950310
109.577876, 5.414839, 0.797020, 0.251674, 0.064048, -1.024049
110.110627, 5.776603, 0.829728, 0.306421, 0.054747, -1.385812
108.888488, 4.716460, 0.779201, 0.344062, 0.037640, -0.325669
109.130089, 4.825845, 0.801985, 0.415017, 0.070956, -0.435054
108.153452, 3.977090, 0.755691, 0.472360, 0.057343, 0.413701
107.328244, 3.272326, 0.709220, 0.545854, 0.073494, 1.118464
108.931828, 4.411039, 0.829715, 0.537263, -0.008592, -0.020248
109.262872, 4.606332, 0.865464, 0.608165, 0.070903, -0.215541
109.333491, 4.587276, 0.889404, 0.679474, 0.071309, -0.196486
107.709794, 3.105062, 0.807255, 0.708442, 0.028967, 1.285729
109.270887, 4.379772, 0.938360, 0.685683, -0.022759, 0.011018
106.899059, 2.172632, 0.803782, 0.657524, -0.028159, 2.218158
104.895437, 0.589432, 0.479382, 0.622004, -0.035520, 3.801358
