stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
103.383588, 5.973530, 0.515390, -0.136268, -0.136268, -1.582740
105.077074, 6.845760, 0.557826, -0.140400, -0.004131, -2.454969
104.055503, 6.252327, 0.531653, -0.121976, 0.018424, -1.861537
101.324081, 4.840893, 0.459800, -0.167593, -0.045616, -0.450103
101.756060, 5.006249, 0.470437, -0.138482, 0.029110, -0.615458
101.039883, 4.640796, 0.450654, -0.114212, 0.024270, -0.250006
100.518719, 4.374535, 0.435863, -0.086884, 0.027328, 0.016255
99.758097, 4.016328, 0.414501, -0.064125, 0.022759, 0.374463
102.264620, 5.102955, 0.481138, -0.115505, -0.051380, -0.712164
101.744758, 4.819937, 0.466354, -0.087000, 0.028505, -0.429147
100.474389, 4.213828, 0.430878, -0.077571, 0.009429, 0.176962
102.539335, 5.124317, 0.486523, -0.102204, -0.024633, -0.733526
104.583211, 6.157710, 0.541566, -0.145656, -0.043452, -1.766919
105.140139, 6.403425, 0.556136, -0.094781, 0.050875, -2.012635
103.931856, 5.733199, 0.523081, -0.101699, -0.006918, -1.342408
101.501918, 4.485852, 0.454680, -0.130240, -0.028541, -0.095062
102.065447, 4.708489, 0.469688, -0.100798, 0.029442, -0.317698
100.326565, 3.897832, 0.419538, -0.111172, -0.010374, 0.492958
100.276220, 3.840040, 0.417000, -0.078302, 0.032870, 0.550750
102.269160, 4.688960, 0.473078, -0.099940, -0.021638, -0.298169
100.592217, 3.898586, 0.423840, -0.107237, -0.007297, 0.492204
100.795480, 3.947508, 0.428633, -0.073861, 0.033376, 0.443283
101.532841, 4.232688, 0.449107, -0.046886, 0.026976, 0.158103
101.454899, 4.158865, 0.445838, -0.012177, 0.034709, 0.231925
100.629255, 3.762569, 0.420398, 0.011941, 0.024117, 0.628222
100.512789, 3.675517, 0.415764, 0.046208, 0.034267, 0.715273
98.110841, 2.726839, 0.343722, -0.007535, -0.053743, 1.663951
100.529737, 3.605333, 0.413829, -0.057677, -0.050142, 0.785458
99.765096, 3.259762, 0.389508, -0.032312, 0.025364, 1.131028
99.370528, 3.070866, 0.376195, -0.000639, 0.031674, 1.319925
101.443144, 3.875216, 0.438104, -0.028686, -0.028048, 0.515574
99.178802, 2.924215, 0.367321, -0.073731, -0.045045, 1.466575
99.055193, 2.841417, 0.361952, -0.039669, 0.034062, 1.549373
100.407232, 3.318948, 0.402171, -0.031104, 0.008564, 1.071843
99.721017, 3.011223, 0.379264, -0.003036, 0.028068, 1.379567
102.343202, 4.071195, 0.461019, -0.071962, -0.068926, 0.319596
104.881587, 5.320179, 0.541176, -0.154986, -0.083024, -0.929388
105.135889, 5.392631, 0.548822, -0.094935, 0.060051, -1.001841
107.055572, 6.457756, 0.608140, -0.111695, -0.016760, -2.066966
106.520960, 6.090936, 0.591866, -0.075824, 0.035872, -1.700146
106.545881, 6.059307, 0.592688, -0.035103, 0.040721, -1.668516
107.422548, 6.544215, 0.620004, -0.006089, 0.029014, -2.153425
107.249216, 6.390225, 0.614929, 0.034477, 0.040565, -1.999434
106.622903, 5.963764, 0.595353, 0.069893, 0.035416, -1.572974
109.944983, 8.065529, 0.696419, -0.059761, -0.129654, -3.674739
110.517275, 8.422925, 0.713445, -0.025404, 0.034357, -4.032134
110.306136, 8.226628, 0.708674, 0.013267, 0.038672, -3.835837
109.141435, 7.372957, 0.675747, 0.034607, 0.021340, -2.982167
107.249373, 6.100496, 0.616763, 0.021931, -0.012676, -1.709706
107.885013, 6.449694, 0.637951, 0.058818, 0.036887, -2.058904
110.566947, 8.225301, 0.720934, -0.012031, -0.070848, -3.834510
109.387736, 7.346482, 0.687115, 0.009562, 0.021592, -2.955691
109.468867, 7.352999, 0.690724, 0.052065, 0.042503, -2.962208
108.346704, 6.546894, 0.655833, 0.076296, 0.024232, -2.156104
110.533815, 8.008731, 0.725642, 0.042448, -0.033848, -3.617940
112.232973, 9.236775, 0.775122, 0.040225, -0.002223, -4.845985
109.924086, 7.471496, 0.710066, 0.008124, -0.032101, -3.080706
113.155552, 9.873631, 0.803016, -0.106460, -0.114584, -5.482841
113.119187, 9.799399, 0.804348, -0.069475, 0.036985, -5.408609
114.144041, 10.593702, 0.831372, -0.047501, 0.021974, -6.202912
113.316532, 9.868797, 0.814018, -0.018932, 0.028569, -5.478007
114.864139, 11.115773, 0.852481, -0.014302, 0.004630, -6.724983
117.214683, 13.138963, 0.899418, -0.042311, -0.028009, -8.748172
115.159683, 11.287558, 0.864183, -0.048370, -0.006059, -6.896768
115.616652, 11.645309, 0.876282, -0.019974, 0.028396, -7.254519
113.617730, 9.891100, 0.834976, -0.026284, -0.006310, -5.500310
114.582393, 10.665308, 0.860628, -0.003454, 0.022829, -6.274517
117.789465, 13.493210, 0.922036, -0.079985, -0.076530, -9.102419
114.779978, 10.752219, 0.871357, -0.123295, -0.043311, -6.361429
114.116422, 10.134918, 0.859757, -0.093056, 0.030239, -5.744128
112.161113, 8.451588, 0.811550, -0.099554, -0.006498, -4.060798
112.162703, 8.401799, 0.815076, -0.056677, 0.042877, -4.011009
109.978440, 6.638974, 0.745745, -0.082434, -0.025757, -2.248184
108.084398, 5.231902, 0.672397, -0.095320, -0.012886, -0.841112
110.550861, 6.956208, 0.773317, -0.167884, -0.072564, -2.565417
110.329167, 6.726144, 0.768947, -0.117068, 0.050816, -2.335354
112.767282, 8.652429, 0.852792, -0.176332, -0.059264, -4.261639
114.641357, 10.254522, 0.903288, -0.188929, -0.012597, -5.863731
113.654647, 9.328423, 0.885658, -0.163388, 0.025541, -4.937633
112.602018, 8.359673, 0.862856, -0.135984, 0.027404, -3.968883
112.667909, 8.366138, 0.870177, -0.094419, 0.041566, -3.975348
111.555015, 7.359556, 0.841498, -0.065158, 0.029261, -2.968766
111.777141, 7.491643, 0.854968, -0.018916, 0.046242, -3.100853
111.517001, 7.212922, 0.852823, 0.028655, 0.047570, -2.822132
111.974654, 7.552333, 0.874723, 0.070824, 0.042169, -3.161543
112.669015, 8.117835, 0.902232, 0.103735, 0.032911, -3.727044
117.365748, 12.546200, 0.981489, -0.096356, -0.200090, -8.155410
114.452027, 9.693380, 0.954341, -0.113512, -0.017157, -5.302589
112.695293, 7.999804, 0.926755, -0.106347, 0.007166, -3.609014
110.433741, 5.913122, 0.863485, -0.125147, -0.018801, -1.522332
111.003981, 6.351696, 0.896843, -0.080213, 0.044934, -1.960906
110.193124, 5.567702, 0.877918, -0.032685, 0.047528, -1.176912
110.126431, 5.439833, 0.889638, 0.027584, 0.060269, -1.049043
109.878866, 5.148993, 0.895514, 0.089004, 0.061420, -0.758202
110.249361, 5.421059, 0.929101, 0.139478, 0.050474, -1.030269
112.311163, 7.367914, 0.987640, 0.098636, -0.040842, -2.977123
110.493618, 5.552481, 0.975258, 0.108724, 0.010088, -1.161690
109.469631, 4.512866, 0.975125, 0.139559, 0.030835, -0.122075
112.515595, 7.526096, 0.999998, 0.086396, -0.053163, -3.135305
