stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
98.704200, 3.824647, 0.394137, 0.006915, 0.006915, 0.566143
99.273853, 4.020230, 0.407858, 0.032374, 0.025459, 0.370561
96.900366, 3.094502, 0.345483, -0.013559, -0.045933, 1.296288
98.011588, 3.462227, 0.372819, -0.000390, 0.013168, 0.928564
98.395827, 3.574851, 0.381666, 0.026956, 0.027346, 0.815940
99.723427, 4.070605, 0.415620, 0.034533, 0.007577, 0.320186
100.077676, 4.184905, 0.424067, 0.063761, 0.029228, 0.205885
103.010615, 5.527307, 0.501936, -0.038669, -0.102430, -1.136517
104.738668, 6.396120, 0.547071, -0.044694, -0.006025, -2.005330
103.634422, 5.770308, 0.517482, -0.028038, 0.016656, -1.379517
104.388352, 6.129766, 0.537122, -0.002102, 0.025936, -1.738976
104.279760, 6.033199, 0.533827, 0.031183, 0.033286, -1.642409
102.834250, 5.231157, 0.493929, 0.056651, 0.025468, -0.840367
100.556643, 4.141403, 0.430179, 0.016916, -0.039735, 0.249387
98.789964, 3.390298, 0.380134, 0.004154, -0.012762, 1.000492
99.339187, 3.568105, 0.394104, 0.031736, 0.027583, 0.822685
98.470444, 3.202034, 0.368694, 0.051905, 0.020169, 1.188756
99.774573, 3.670567, 0.403922, 0.060918, 0.009013, 0.720223
98.055126, 2.983685, 0.354384, 0.049649, -0.011269, 1.407105
98.373814, 3.063574, 0.361848, 0.079552, 0.029903, 1.327216
101.017306, 4.081361, 0.436115, 0.015086, -0.064466, 0.309429
100.037127, 3.630800, 0.406646, 0.034213, 0.019127, 0.759991
99.739003, 3.474083, 0.396766, 0.066027, 0.031813, 0.916707
97.994962, 2.791462, 0.345182, 0.053097, -0.012930, 1.599328
100.900433, 3.877657, 0.428417, -0.033256, -0.086353, 0.513134
99.011249, 3.084592, 0.371457, -0.053457, -0.020201, 1.306198
97.898943, 2.654653, 0.337610, -0.040040, 0.013417, 1.736137
95.619799, 1.927695, 0.272113, -0.085562, -0.045523, 2.463095
94.772688, 1.677604, 0.247639, -0.068380, 0.017182, 2.713186
95.586180, 1.856945, 0.267237, -0.048437, 0.019943, 2.533845
95.640359, 1.840426, 0.266679, -0.019795, 0.028642, 2.550364
95.923233, 1.885262, 0.272398, 0.008456, 0.028252, 2.505529
95.656224, 1.782280, 0.262961, 0.036301, 0.027845, 2.608511
99.127700, 2.829805, 0.362524, -0.100675, -0.136976, 1.560985
97.458966, 2.231944, 0.310340, -0.111064, -0.010389, 2.158846
95.830111, 1.733126, 0.261316, -0.120535, -0.009470, 2.657665
93.516947, 1.174052, 0.197962, -0.168253, -0.047718, 3.216738
95.876154, 1.681024, 0.258137, -0.209928, -0.041675, 2.709766
94.456479, 1.313445, 0.217096, -0.211128, -0.001201, 3.077345
93.741270, 1.137641, 0.196277, -0.192518, 0.018610, 3.253150
95.305880, 1.445509, 0.235119, -0.195022, -0.002504, 2.945281
96.792777, 1.791842, 0.275506, -0.193857, 0.001165, 2.598948
98.309468, 2.206564, 0.320010, -0.193209, 0.000649, 2.184227
98.681263, 2.288594, 0.329791, -0.159182, 0.034026, 2.102196
98.903836, 2.322965, 0.334917, -0.123168, 0.036014, 2.067825
99.850341, 2.612766, 0.364350, -0.099037, 0.024132, 1.778024
99.212672, 2.346303, 0.340893, -0.068268, 0.030768, 2.044488
101.303505, 3.088197, 0.410832, -0.100541, -0.032273, 1.302593
101.808957, 3.254065, 0.427132, -0.062586, 0.037955, 1.136725
100.404635, 2.644901, 0.375660, -0.057250, 0.005336, 1.745890
102.870760, 3.631131, 0.462632, -0.120542, -0.063292, 0.759660
102.977813, 3.631833, 0.465363, -0.076091, 0.044451, 0.758958
104.175012, 4.185568, 0.508633, -0.077097, -0.001005, 0.205222
103.156277, 3.615628, 0.469646, -0.030168, 0.046928, 0.775162
103.763254, 3.856320, 0.491421, 0.009753, 0.039922, 0.534471
103.314358, 3.588204, 0.473317, 0.052597, 0.042843, 0.802586
102.487310, 3.159112, 0.440145, 0.085742, 0.033146, 1.231678
100.689327, 2.382144, 0.369015, 0.067184, -0.018558, 2.008646
101.445705, 2.622369, 0.395990, 0.102630, 0.035446, 1.768421
101.408370, 2.557371, 0.392393, 0.149129, 0.046499, 1.833420
102.331688, 2.883994, 0.427308, 0.181130, 0.032001, 1.506796
104.020776, 3.608061, 0.494818, 0.174790, -0.006340, 0.782729
104.574757, 3.852838, 0.516962, 0.199401, 0.024611, 0.537952
106.807833, 5.030040, 0.607462, 0.171653, -0.027748, -0.639250
107.105264, 5.154384, 0.619871, 0.222066, 0.050414, -0.763594
108.415673, 5.942669, 0.671674, 0.240013, 0.017947, -1.551879
109.668803, 6.757469, 0.719224, 0.260298, 0.020285, -2.366678
110.441984, 7.269361, 0.748202, 0.297366, 0.037069, -2.878571
111.477994, 8.009848, 0.784494, 0.324576, 0.027210, -3.619058
115.301222, 11.169257, 0.885600, 0.156619, -0.167957, -6.778466
115.689197, 11.475725, 0.896613, 0.184734, 0.028115, -7.084935
112.857382, 8.974982, 0.834879, 0.137300, -0.047434, -4.584191
114.386192, 10.238425, 0.876842, 0.141784, 0.004484, -5.847635
114.872062, 10.625936, 0.891288, 0.171383, 0.029599, -6.235146
