stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
103.091792, 5.824225, 0.507929, -0.112035, -0.112035, -1.433435
101.875157, 5.169430, 0.475699, -0.079831, 0.032204, -0.778640
103.558505, 5.991260, 0.518906, -0.105197, -0.025366, -1.600469
102.483368, 5.391606, 0.490244, -0.068185, 0.037012, -1.000816
103.070815, 5.668286, 0.505223, -0.061330, 0.006856, -1.277496
106.485218, 7.484600, 0.592162, -0.157219, -0.095890, -3.093809
107.867275, 8.288390, 0.625884, -0.148137, 0.009082, -3.897600
108.429348, 8.605859, 0.639426, -0.119704, 0.028434, -4.215069
108.098575, 8.357331, 0.631676, -0.088717, 0.030986, -3.966541
110.379354, 9.821297, 0.684970, -0.117924, -0.029207, -5.430507
109.560760, 9.229813, 0.666715, -0.093690, 0.024234, -4.839022
112.729190, 11.416984, 0.736301, -0.174763, -0.081073, -7.026194
112.506808, 11.216574, 0.732417, -0.145213, 0.029550, -6.825784
109.612762, 9.148500, 0.668977, -0.203863, -0.058650, -4.757710
109.534167, 9.056932, 0.667489, -0.171261, 0.032602, -4.666142
111.341086, 10.262445, 0.709392, -0.177047, -0.005786, -5.871655
112.255035, 10.881954, 0.729889, -0.155043, 0.022004, -6.491164
112.383631, 10.937975, 0.733345, -0.124268, 0.030775, -6.547185
112.274150, 10.819562, 0.731740, -0.093246, 0.031022, -6.428772
114.077285, 12.135953, 0.769650, -0.097297, -0.004051, -7.745163
113.385124, 11.570324, 0.756674, -0.071906, 0.025391, -7.179534
115.234523, 12.967509, 0.793653, -0.077069, -0.005163, -8.576719
113.913615, 11.898241, 0.769225, -0.063938, 0.013131, -7.507451
115.487354, 13.096887, 0.800435, -0.059543, 0.004395, -8.706096
113.873613, 11.792041, 0.770381, -0.054270, 0.005273, -7.401251
111.721140, 10.142826, 0.724847, -0.070819, -0.016548, -5.752036
111.678780, 10.072036, 0.724677, -0.037767, 0.033052, -5.681245
111.428293, 9.850739, 0.719656, -0.005027, 0.032740, -5.459949
113.320279, 11.214026, 0.762957, -0.013714, -0.008687, -6.823236
114.623922, 12.188613, 0.790831, -0.001144, 0.012570, -7.797823
113.952916, 11.623889, 0.778424, 0.025145, 0.026288, -7.233098
114.535831, 12.043069, 0.791472, 0.052075, 0.026930, -7.652278
112.191540, 10.204629, 0.741963, 0.027280, -0.024794, -5.813839
112.887613, 10.686357, 0.758883, 0.054768, 0.027488, -6.295567
110.568350, 8.946519, 0.704272, 0.027122, -0.027646, -4.555729
111.748342, 9.753102, 0.734520, 0.044739, 0.017617, -5.362312
112.826692, 10.518034, 0.760965, 0.064705, 0.019966, -6.127244
115.668181, 12.729776, 0.821578, 0.007768, -0.056937, -8.338986
117.120059, 13.906606, 0.849037, 0.015603, 0.007835, -9.515816
118.496949, 15.057967, 0.872533, 0.024788, 0.009185, -10.667177
121.800924, 17.986857, 0.916524, -0.030037, -0.054825, -13.596067
119.618475, 15.983133, 0.891709, -0.035873, -0.005837, -11.592343
118.545670, 15.001514, 0.878186, -0.019884, 0.015989, -10.610724
118.941589, 15.318031, 0.885664, 0.002448, 0.022332, -10.927241
116.268012, 12.968895, 0.843950, -0.025239, -0.027687, -8.578104
117.998660, 14.421565, 0.875065, -0.025781, -0.000541, -10.030775
117.047833, 13.561124, 0.861329, -0.006191, 0.019589, -9.170334
120.310556, 16.423780, 0.910833, -0.067227, -0.061035, -12.032990
118.541695, 14.800146, 0.888847, -0.063980, 0.003247, -10.409356
118.386023, 14.628754, 0.888447, -0.039948, 0.024031, -10.237964
120.467207, 16.478653, 0.918139, -0.049812, -0.009864, -12.087863
122.396257, 18.244483, 0.940158, -0.053849, -0.004037, -13.853692
122.313747, 18.141262, 0.941093, -0.037814, 0.016035, -13.750472
122.073991, 17.889974, 0.940594, -0.021782, 0.016033, -13.499183
125.980185, 21.604802, 0.970232, -0.072088, -0.050307, -17.214011
125.011436, 20.646609, 0.966128, -0.063797, 0.008291, -16.255819
127.458146, 23.008621, 0.979344, -0.071915, -0.008118, -18.617830
127.609392, 23.139538, 0.980979, -0.064817, 0.007097, -18.748747
129.469474, 24.954682, 0.987655, -0.065392, -0.000574, -20.563892
132.301931, 27.747516, 0.993743, -0.070952, -0.005561, -23.356725
130.273378, 25.720649, 0.990957, -0.070243, 0.000709, -21.329858
129.297839, 24.740123, 0.989614, -0.066697, 0.003547, -20.349332
129.317892, 24.745384, 0.990422, -0.062361, 0.004336, -20.354594
129.326862, 24.739909, 0.991183, -0.058260, 0.004101, -20.349119
127.517504, 22.934627, 0.987699, -0.056651, 0.001609, -18.543837
129.084239, 24.471074, 0.992152, -0.055861, 0.000789, -20.080284
125.100410, 20.520970, 0.981704, -0.068607, -0.012746, -16.130180
125.370285, 20.768913, 0.984035, -0.061768, 0.006839, -16.378123
123.640301, 19.053580, 0.977924, -0.058984, 0.002784, -14.662790
125.272809, 20.639472, 0.986136, -0.058518, 0.000466, -16.248681
125.696187, 21.041500, 0.988618, -0.053254, 0.005265, -16.650710
124.491970, 19.836421, 0.985924, -0.048930, 0.004323, -15.445631
122.715339, 18.072115, 0.979840, -0.046461, 0.002469, -13.681325
121.861718, 17.217373, 0.977063, -0.038272, 0.008189, -12.826582
121.496177, 16.840090, 0.976906, -0.028253, 0.010019, -12.449300
123.493058, 18.784457, 0.987811, -0.031963, -0.003710, -14.393667
123.040115, 18.320606, 0.987651, -0.025776, 0.006187, -13.929816
122.480250, 17.751081, 0.987109, -0.019443, 0.006334, -13.360290
124.945006, 20.179772, 0.994845, -0.025387, -0.005944, -15.788982
125.553452, 20.772544, 0.996502, -0.023181, 0.002205, -16.381753
128.472009, 23.673538, 0.999068, -0.026183, -0.003001, -19.282748
126.677657, 21.869954, 0.998533, -0.025666, 0.000516, -17.479163
127.375106, 22.555290, 0.999170, -0.024959, 0.000708, -18.164500
129.092030, 24.260442, 0.999729, -0.025003, -0.000045, -19.869652
129.411002, 24.568672, 0.999847, -0.024747, 0.000256, -20.177882
128.261805, 23.409020, 0.999826, -0.024518, 0.000230, -19.018229
127.613640, 22.750311, 0.999850, -0.024264, 0.000253, -18.359521
126.637275, 21.763450, 0.999848, -0.024025, 0.000239, -17.372659
127.108827, 22.224355, 0.999939, -0.023856, 0.000170, -17.833565
123.859481, 18.964800, 0.999755, -0.023855, 0.000000, -14.574009
125.818923, 20.913419, 0.999970, -0.023919, -0.000064, -16.522628
128.306669, 23.390636, 0.999999, -0.023875, 0.000044, -18.999846
127.471791, 22.545266, 0.999999, -0.023792, 0.000083, -18.154475
127.248395, 22.311376, 1.000000, -0.023710, 0.000082, -17.920586
125.986470, 21.038957, 1.000000, -0.023629, 0.000081, -16.648167
125.457204, 20.499195, 1.000000, -0.023548, 0.000081, -16.108405
126.992197, 22.023692, 1.000000, -0.023467, 0.000081, -17.632902
129.025296, 24.046294, 1.000000, -0.023386, 0.000081, -19.655504
130.914554, 25.925053, 1.000000, -0.023305, 0.000081, -21.534263
