stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
100.192105, 4.439734, 0.432701, 0.029580, 0.029580, -0.048944
98.737143, 3.805076, 0.393915, 0.030818, 0.001238, 0.585715
100.841629, 4.656985, 0.447928, 0.004418, -0.026399, -0.266195
100.925413, 4.659680, 0.449296, 0.035233, 0.030815, -0.268890
100.137550, 4.279512, 0.427585, 0.057385, 0.022152, 0.111278
101.048309, 4.644594, 0.450878, 0.077912, 0.020527, -0.253804
101.883451, 4.994281, 0.472354, 0.100721, 0.022809, -0.603490
101.980134, 5.003703, 0.474209, 0.132698, 0.031977, -0.612913
102.435776, 5.185700, 0.485741, 0.162482, 0.029784, -0.794910
101.593730, 4.749814, 0.462256, 0.184947, 0.022464, -0.359024
101.677213, 4.751853, 0.463727, 0.217328, 0.032382, -0.361063
102.752202, 5.228503, 0.492330, 0.234995, 0.017667, -0.837713
101.931457, 4.796422, 0.469117, 0.258522, 0.023527, -0.405632
99.734985, 3.797306, 0.407416, 0.222993, -0.035529, 0.593484
102.869270, 5.172192, 0.493602, 0.121433, -0.101560, -0.781402
104.029120, 5.745127, 0.525278, 0.116491, -0.004942, -1.354336
104.488632, 5.949912, 0.537483, 0.148238, 0.031746, -1.559121
107.613927, 7.700132, 0.620762, 0.072843, -0.075394, -3.309342
106.946048, 7.250932, 0.603429, 0.101593, 0.028749, -2.860142
104.534587, 5.854856, 0.537573, 0.036851, -0.064742, -1.464066
105.908566, 6.557939, 0.575382, 0.067392, 0.030541, -2.167148
105.449086, 6.255581, 0.562485, 0.099984, 0.032592, -1.864791
103.784370, 5.338726, 0.514847, 0.075208, -0.024777, -0.947936
102.050158, 4.429468, 0.463356, 0.086848, 0.011641, -0.038677
101.075234, 3.952996, 0.433590, 0.107341, 0.020492, 0.437795
102.090391, 4.368472, 0.462757, 0.128082, 0.020741, 0.022318
102.692826, 4.611972, 0.479891, 0.159121, 0.031040, -0.221181
103.673302, 5.076096, 0.508705, 0.161103, 0.001982, -0.685305
104.881510, 5.669944, 0.544139, 0.177164, 0.016060, -1.279154
106.533500, 6.544712, 0.592119, 0.196224, 0.019061, -2.153922
109.845556, 8.615753, 0.682877, 0.080726, -0.115498, -4.224962
108.773556, 7.855622, 0.655120, 0.102233, 0.021507, -3.464832
107.573536, 7.045474, 0.622153, 0.119943, 0.017710, -2.654684
106.205738, 6.177318, 0.582380, 0.131191, 0.011248, -1.786528
103.996481, 4.941908, 0.514389, 0.074464, -0.056727, -0.551118
103.109650, 4.433921, 0.485468, 0.121465, 0.047001, -0.043131
102.859298, 4.269891, 0.476603, 0.159444, 0.037979, 0.120900
101.410935, 3.571124, 0.428741, 0.163491, 0.004047, 0.819666
100.138455, 3.011041, 0.386155, 0.174068, 0.010576, 1.379750
100.543596, 3.128585, 0.397722, 0.209450, 0.035382, 1.262205
