stock_price,option_price,delta,hedging_error,pnl,pnl_with_hedge
100.000000, 4.390790, 0.428624, 0.000000, 0.000000, 0.000000
100.613715, 4.624472, 0.443657, 0.025554, 0.025554, -0.233682
101.027974, 4.775772, 0.453622, 0.054077, 0.028523, -0.384981
100.823976, 4.649082, 0.447464, 0.084161, 0.030084, -0.258291
101.549879, 4.945387, 0.465744, 0.108666, 0.024505, -0.554596
101.068100, 4.688866, 0.452235, 0.136610, 0.027945, -0.298075
100.919641, 4.586801, 0.447453, 0.167480, 0.030870, -0.196011
100.759474, 4.480246, 0.442306, 0.198360, 0.030880, -0.089455
101.100205, 4.596825, 0.450576, 0.228531, 0.030171, -0.206035
102.541541, 5.237226, 0.488582, 0.233521, 0.004990, -0.846436
103.284418, 5.590821, 0.508117, 0.238455, 0.004934, -1.200030
101.382740, 4.616482, 0.455689, 0.241892, 0.003437, -0.225691
100.207362, 4.064271, 0.422571, 0.254394, 0.012502, 0.326519
99.720701, 3.826757, 0.408137, 0.282487, 0.028093, 0.564034
97.877920, 3.088117, 0.356547, 0.265389, -0.017098, 1.302673
97.871291, 3.052657, 0.354991, 0.295356, 0.029967, 1.338134
97.862940, 3.016483, 0.353367, 0.325451, 0.030094, 1.374308
97.936196, 3.009003, 0.353961, 0.355718, 0.030267, 1.381788
97.999976, 2.997975, 0.354293, 0.386216, 0.030498, 1.392816
100.568533, 3.963151, 0.425333, 0.327954, -0.058262, 0.427640
101.960649, 4.544373, 0.464230, 0.335025, 0.007072, -0.153583
98.477511, 3.066495, 0.363342, 0.191715, -0.143310, 1.324295
98.724786, 3.121953, 0.368936, 0.222875, 0.031160, 1.268837
99.676635, 3.449394, 0.394957, 0.243324, 0.020449, 0.941396
99.610892, 3.386708, 0.391743, 0.276506, 0.033181, 1.004082
100.420412, 3.675417, 0.414230, 0.301412, 0.024906, 0.715373
99.649391, 3.327603, 0.390198, 0.326114, 0.024702, 1.063187
103.004621, 4.763056, 0.489207, 0.196371, -0.129743, -0.372266
104.354473, 5.429524, 0.528961, 0.185753, -0.010618, -1.038734
104.915396, 5.688399, 0.545140, 0.218666, 0.032912, -1.297609
105.642325, 6.028516, 0.566261, 0.269738, 0.051073, -1.637726
106.346999, 6.391481, 0.586706, 0.300492, 0.030754, -2.000691
107.212653, 6.866626, 0.611688, 0.327705, 0.027213, -2.475836
107.855299, 7.221901, 0.630127, 0.359736, 0.032031, -2.831111
105.950102, 6.029418, 0.574736, 0.345712, -0.014024, -1.638627
107.004737, 6.607661, 0.606056, 0.368198, 0.022485, -2.216870
107.980662, 7.168481, 0.634626, 0.393102, 0.024904, -2.777690
106.617218, 6.285190, 0.594682, 0.405066, 0.011964, -1.894400
106.757034, 6.323255, 0.598974, 0.444521, 0.039455, -1.932465
104.841585, 5.208073, 0.539124, 0.406726, -0.037795, -0.817283
103.252327, 4.326371, 0.486764, 0.426569, 0.019844, 0.064419
102.395938, 3.877302, 0.457502, 0.454263, 0.027694, 0.513488
104.233663, 4.748884, 0.517886, 0.419228, -0.035036, -0.358094
104.036592, 4.601093, 0.510711, 0.460116, 0.040888, -0.210302
104.834498, 4.972030, 0.536827, 0.491908, 0.031793, -0.581240
102.990821, 3.972493, 0.473400, 0.496669, 0.004760, 0.418297
102.446511, 3.673890, 0.453522, 0.533202, 0.036534, 0.716901
103.822856, 4.304063, 0.500575, 0.523040, -0.010162, 0.086727
102.900663, 3.789257, 0.467119, 0.571542, 0.048502, 0.601533
103.067613, 3.819876, 0.471958, 0.614573, 0.043031, 0.570914
102.880503, 3.684126, 0.464152, 0.657629, 0.043057, 0.706665
100.564913, 2.660695, 0.379372, 0.601966, -0.055663, 1.730095
100.038827, 2.421904, 0.358592, 0.637714, 0.035748, 1.968887
99.718184, 2.265021, 0.344957, 0.676361, 0.038648, 2.125770
99.869404, 2.273203, 0.348026, 0.717223, 0.040861, 2.117588
100.462672, 2.439965, 0.367335, 0.753782, 0.036559, 1.950826
101.752491, 2.895605, 0.413636, 0.768593, 0.014811, 1.495185
101.389576, 2.699185, 0.397905, 0.811086, 0.042493, 1.691605
102.312005, 3.031598, 0.431731, 0.842058, 0.030972, 1.359192
103.301097, 3.424838, 0.469195, 0.871841, 0.029784, 0.965952
102.089552, 2.833850, 0.419426, 0.889996, 0.018155, 1.556941
101.416696, 2.509884, 0.390519, 0.927869, 0.037874, 1.880907
101.204338, 2.377079, 0.379690, 0.974156, 0.046286, 2.013711
101.817377, 2.564725, 0.402324, 1.015796, 0.041640, 1.826066
105.440396, 4.236892, 0.552211, 0.797548, -0.218248, 0.153898
107.514720, 5.411496, 0.635940, 0.763131, -0.034416, -1.020706
109.167329, 6.458025, 0.699372, 0.761392, -0.001740, -2.067235
108.263648, 5.782744, 0.667371, 0.797806, 0.036414, -1.391953
105.136372, 3.832451, 0.538061, 0.654531, -0.143274, 0.558340
102.951239, 2.703938, 0.438629, 0.602142, -0.052390, 1.686853
101.177674, 1.941347, 0.356225, 0.582643, -0.019499, 2.449444
102.921284, 2.570107, 0.433096, 0.571674, -0.010969, 1.820683
103.423244, 2.730677, 0.454781, 0.624391, 0.052717, 1.660114
104.073090, 2.971511, 0.484446, 0.674761, 0.050370, 1.419280
104.625342, 3.200978, 0.510513, 0.708190, 0.033428, 1.189812
104.018960, 2.812559, 0.478850, 0.782132, 0.073942, 1.578231
107.007986, 4.398053, 0.627182, 0.623346, -0.158785, -0.007263
